age,job,marital,education,balance,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
38,admin.,married,secondary,46,unknown,6,may,195,1,-1,0,unknown,no
37,blue-collar,married,secondary,1293,unknown,6,may,652,1,-1,0,unknown,no
25,admin.,single,secondary,122,unknown,6,may,286,1,-1,0,unknown,no
48,blue-collar,married,unknown,131,unknown,6,may,189,1,-1,0,unknown,no
49,blue-collar,single,secondary,143,unknown,6,may,83,1,-1,0,unknown,no
38,admin.,single,secondary,393,unknown,6,may,184,2,-1,0,unknown,no
43,blue-collar,married,primary,98,unknown,6,may,235,1,-1,0,unknown,no
33,management,married,tertiary,0,unknown,6,may,290,1,-1,0,unknown,no
55,blue-collar,married,secondary,224,unknown,6,may,232,1,-1,0,unknown,no
38,blue-collar,married,secondary,757,unknown,6,may,133,1,-1,0,unknown,no
49,services,married,secondary,245,unknown,6,may,318,1,-1,0,unknown,no
40,management,married,secondary,8486,unknown,6,may,260,3,-1,0,unknown,no
43,admin.,married,unknown,350,unknown,6,may,437,1,-1,0,unknown,no
38,blue-collar,married,secondary,20,unknown,6,may,402,1,-1,0,unknown,no
58,services,married,secondary,1667,unknown,6,may,85,1,-1,0,unknown,no
57,technician,married,unknown,345,unknown,6,may,125,1,-1,0,unknown,no
32,unemployed,married,secondary,10,unknown,6,may,501,4,-1,0,unknown,no
56,management,married,tertiary,830,unknown,6,may,1201,1,-1,0,unknown,yes
58,blue-collar,divorced,unknown,29,unknown,6,may,253,1,-1,0,unknown,no
60,retired,divorced,secondary,545,unknown,6,may,1030,1,-1,0,unknown,yes
37,technician,married,tertiary,8730,unknown,6,may,149,1,-1,0,unknown,no
46,technician,divorced,tertiary,477,unknown,6,may,114,1,-1,0,unknown,no
27,admin.,married,secondary,4,unknown,6,may,243,1,-1,0,unknown,no
43,blue-collar,married,secondary,1205,unknown,6,may,769,2,-1,0,unknown,no
32,technician,single,secondary,0,unknown,6,may,135,3,-1,0,unknown,no
40,admin.,single,secondary,263,unknown,6,may,231,1,-1,0,unknown,no
38,admin.,married,secondary,1,unknown,6,may,76,1,-1,0,unknown,no
34,blue-collar,married,secondary,283,unknown,6,may,199,1,-1,0,unknown,no
47,blue-collar,married,primary,206,unknown,6,may,152,1,-1,0,unknown,no
42,housemaid,married,primary,17,unknown,6,may,124,1,-1,0,unknown,no
48,technician,married,secondary,141,unknown,6,may,424,1,-1,0,unknown,no
29,self-employed,single,tertiary,16,unknown,6,may,43,1,-1,0,unknown,no
50,services,married,secondary,206,unknown,6,may,154,1,-1,0,unknown,no
52,technician,married,unknown,7,unknown,6,may,203,2,-1,0,unknown,no
50,management,married,tertiary,0,unknown,6,may,326,1,-1,0,unknown,no
58,retired,married,tertiary,0,unknown,6,may,393,1,-1,0,unknown,no
46,blue-collar,divorced,primary,1927,unknown,6,may,241,3,-1,0,unknown,no
38,technician,married,secondary,284,unknown,6,may,483,1,-1,0,unknown,no
46,blue-collar,married,secondary,1660,unknown,6,may,259,1,-1,0,unknown,no
32,services,single,secondary,406,unknown,6,may,227,1,-1,0,unknown,no
51,blue-collar,married,primary,230,unknown,6,may,673,1,-1,0,unknown,no
39,admin.,single,secondary,-25,unknown,6,may,576,1,-1,0,unknown,no
48,admin.,married,secondary,182,unknown,6,may,180,2,-1,0,unknown,no
36,entrepreneur,married,tertiary,1169,unknown,6,may,168,2,-1,0,unknown,no
34,admin.,divorced,secondary,67,unknown,6,may,90,1,-1,0,unknown,no
40,technician,married,secondary,77,unknown,6,may,505,1,-1,0,unknown,no
43,unemployed,married,secondary,0,unknown,6,may,245,1,-1,0,unknown,no
52,blue-collar,divorced,primary,55,unknown,6,may,186,1,-1,0,unknown,no
33,technician,married,secondary,72,unknown,6,may,623,1,-1,0,unknown,no
49,management,single,tertiary,163,unknown,6,may,496,3,-1,0,unknown,no
32,management,single,tertiary,151,unknown,6,may,118,1,-1,0,unknown,no
39,admin.,single,secondary,113,unknown,6,may,342,1,-1,0,unknown,no
40,blue-collar,married,secondary,0,unknown,6,may,225,1,-1,0,unknown,no
38,technician,single,tertiary,9,unknown,6,may,185,3,-1,0,unknown,no
43,management,married,secondary,375,unknown,6,may,196,2,-1,0,unknown,no
39,services,married,secondary,1142,unknown,6,may,276,1,-1,0,unknown,no
54,blue-collar,married,primary,2102,unknown,6,may,76,1,-1,0,unknown,no
38,technician,single,tertiary,4325,unknown,6,may,87,1,-1,0,unknown,no
40,blue-collar,married,secondary,217,unknown,6,may,195,1,-1,0,unknown,no
55,admin.,married,secondary,131,unknown,6,may,744,1,-1,0,unknown,no
42,management,married,tertiary,1680,unknown,6,may,765,1,-1,0,unknown,no
39,blue-collar,married,secondary,0,unknown,6,may,262,1,-1,0,unknown,no
40,blue-collar,married,primary,46,unknown,6,may,119,1,-1,0,unknown,no
32,blue-collar,married,secondary,320,unknown,6,may,198,2,-1,0,unknown,no
55,admin.,married,secondary,183,unknown,6,may,150,1,-1,0,unknown,no
45,blue-collar,married,secondary,39,unknown,6,may,241,1,-1,0,unknown,no
35,management,single,tertiary,560,unknown,6,may,181,1,-1,0,unknown,no
58,technician,divorced,secondary,469,unknown,6,may,196,1,-1,0,unknown,no
35,admin.,married,secondary,530,unknown,6,may,149,1,-1,0,unknown,no
49,services,married,primary,61,unknown,6,may,246,1,-1,0,unknown,no
34,technician,single,tertiary,242,unknown,6,may,112,1,-1,0,unknown,no
36,blue-collar,married,secondary,139,unknown,6,may,309,2,-1,0,unknown,no
24,self-employed,single,secondary,0,unknown,6,may,278,1,-1,0,unknown,no
34,technician,married,secondary,367,unknown,6,may,140,1,-1,0,unknown,no
51,admin.,divorced,secondary,228,unknown,6,may,136,1,-1,0,unknown,no
39,technician,single,unknown,45248,unknown,6,may,1623,1,-1,0,unknown,yes
50,self-employed,married,unknown,-84,unknown,6,may,101,1,-1,0,unknown,no
32,services,single,secondary,310,unknown,6,may,144,1,-1,0,unknown,no
42,blue-collar,married,unknown,132,unknown,6,may,238,1,-1,0,unknown,no
50,technician,married,secondary,797,unknown,6,may,354,1,-1,0,unknown,no
40,services,married,secondary,71,unknown,6,may,79,1,-1,0,unknown,no
46,management,divorced,unknown,2,unknown,6,may,187,1,-1,0,unknown,no
37,management,married,tertiary,231,unknown,6,may,451,2,-1,0,unknown,no
34,blue-collar,married,secondary,270,unknown,6,may,159,1,-1,0,unknown,no
44,blue-collar,married,secondary,274,unknown,6,may,409,1,-1,0,unknown,no
40,admin.,single,secondary,-109,unknown,6,may,170,1,-1,0,unknown,no
37,technician,married,secondary,1,unknown,6,may,608,1,-1,0,unknown,yes
33,blue-collar,single,secondary,-60,unknown,6,may,243,1,-1,0,unknown,no
35,blue-collar,married,secondary,89,unknown,6,may,145,2,-1,0,unknown,no
58,blue-collar,divorced,secondary,-11,unknown,6,may,112,1,-1,0,unknown,no
39,blue-collar,married,primary,0,unknown,6,may,262,2,-1,0,unknown,no
43,blue-collar,married,secondary,-509,unknown,6,may,124,1,-1,0,unknown,no
39,unemployed,married,primary,408,unknown,6,may,53,1,-1,0,unknown,no
36,services,single,primary,58,unknown,6,may,134,1,-1,0,unknown,no
57,retired,single,secondary,1640,unknown,6,may,204,4,-1,0,unknown,no
36,admin.,single,secondary,20,unknown,6,may,186,1,-1,0,unknown,no
50,blue-collar,married,primary,71,unknown,6,may,678,1,-1,0,unknown,no
55,blue-collar,married,secondary,52,unknown,6,may,182,1,-1,0,unknown,no
44,self-employed,married,tertiary,292,unknown,6,may,162,1,-1,0,unknown,no
44,services,divorced,secondary,424,unknown,6,may,27,1,-1,0,unknown,no
39,housemaid,single,primary,109,unknown,6,may,699,3,-1,0,unknown,no
46,blue-collar,married,unknown,1044,unknown,6,may,43,1,-1,0,unknown,no
39,blue-collar,married,secondary,983,unknown,6,may,97,1,-1,0,unknown,no
34,admin.,married,secondary,869,unknown,6,may,1677,1,-1,0,unknown,yes
40,blue-collar,married,primary,668,unknown,6,may,283,2,-1,0,unknown,no
50,management,married,tertiary,964,unknown,6,may,323,1,-1,0,unknown,no
31,management,single,secondary,301,unknown,6,may,82,1,-1,0,unknown,no
37,admin.,single,secondary,140,unknown,6,may,310,1,-1,0,unknown,no
39,management,single,secondary,1877,unknown,6,may,185,1,-1,0,unknown,no
51,blue-collar,married,primary,1127,unknown,6,may,47,1,-1,0,unknown,no
41,technician,married,secondary,871,unknown,6,may,145,1,-1,0,unknown,no
41,technician,married,secondary,767,unknown,6,may,204,1,-1,0,unknown,no
43,blue-collar,married,secondary,0,unknown,6,may,187,1,-1,0,unknown,no
30,services,single,secondary,209,unknown,6,may,30,2,-1,0,unknown,no
54,management,divorced,primary,0,unknown,6,may,472,1,-1,0,unknown,no
43,blue-collar,divorced,secondary,110,unknown,6,may,448,1,-1,0,unknown,no
59,management,divorced,tertiary,-76,unknown,6,may,264,1,-1,0,unknown,no
47,technician,married,unknown,178,unknown,6,may,169,1,-1,0,unknown,no
40,blue-collar,married,primary,-66,unknown,6,may,288,1,-1,0,unknown,no
32,technician,married,secondary,0,unknown,6,may,176,2,-1,0,unknown,no
29,blue-collar,married,secondary,1,unknown,6,may,215,1,-1,0,unknown,no
36,blue-collar,married,secondary,0,unknown,6,may,337,1,-1,0,unknown,no
55,unemployed,married,tertiary,5345,unknown,6,may,278,1,-1,0,unknown,no
30,blue-collar,divorced,secondary,-209,unknown,6,may,188,2,-1,0,unknown,no
39,admin.,single,secondary,0,unknown,6,may,174,2,-1,0,unknown,no
39,blue-collar,divorced,secondary,42,unknown,6,may,226,2,-1,0,unknown,no
50,blue-collar,divorced,secondary,41,unknown,6,may,190,1,-1,0,unknown,no
44,blue-collar,married,secondary,-99,unknown,6,may,111,2,-1,0,unknown,no
37,technician,single,secondary,17,unknown,6,may,164,1,-1,0,unknown,no
46,admin.,married,primary,276,unknown,6,may,157,2,-1,0,unknown,no
32,technician,single,unknown,-170,unknown,6,may,46,1,-1,0,unknown,no
37,management,single,tertiary,230,unknown,6,may,374,1,-1,0,unknown,no
29,blue-collar,married,secondary,9,unknown,6,may,349,1,-1,0,unknown,no
41,blue-collar,married,secondary,946,unknown,6,may,325,1,-1,0,unknown,no
45,blue-collar,married,primary,1297,unknown,6,may,233,2,-1,0,unknown,no
57,retired,divorced,secondary,-331,unknown,6,may,531,1,-1,0,unknown,no
48,blue-collar,single,secondary,44,unknown,6,may,153,1,-1,0,unknown,no
60,retired,married,secondary,15,unknown,6,may,80,1,-1,0,unknown,no
26,admin.,single,secondary,712,unknown,6,may,232,1,-1,0,unknown,no
58,retired,married,secondary,5435,unknown,6,may,118,1,-1,0,unknown,no
34,admin.,married,secondary,507,unknown,6,may,190,1,-1,0,unknown,no
55,unemployed,divorced,secondary,387,unknown,6,may,918,1,-1,0,unknown,yes
41,blue-collar,married,primary,0,unknown,6,may,238,1,-1,0,unknown,no
50,management,divorced,secondary,1716,unknown,6,may,82,1,-1,0,unknown,no
49,entrepreneur,married,secondary,167,unknown,6,may,198,3,-1,0,unknown,no
44,admin.,married,unknown,40,unknown,6,may,160,2,-1,0,unknown,no
44,blue-collar,married,primary,148,unknown,6,may,211,1,-1,0,unknown,no
31,technician,married,secondary,17,unknown,6,may,120,1,-1,0,unknown,no
34,blue-collar,single,tertiary,1011,unknown,6,may,136,1,-1,0,unknown,no
46,management,single,unknown,1527,unknown,6,may,269,1,-1,0,unknown,no
42,management,married,tertiary,744,unknown,6,may,157,1,-1,0,unknown,no
52,admin.,married,secondary,484,unknown,6,may,128,1,-1,0,unknown,no
29,management,single,tertiary,0,unknown,6,may,211,1,-1,0,unknown,no
53,retired,married,primary,136,unknown,6,may,267,2,-1,0,unknown,no
43,blue-collar,married,secondary,1335,unknown,6,may,371,2,-1,0,unknown,no
38,management,married,secondary,517,unknown,6,may,288,2,-1,0,unknown,no
46,management,married,tertiary,459,unknown,6,may,221,1,-1,0,unknown,no
48,management,divorced,unknown,549,unknown,6,may,427,1,-1,0,unknown,no
30,admin.,divorced,secondary,83,unknown,6,may,310,1,-1,0,unknown,no
44,blue-collar,married,primary,213,unknown,6,may,158,1,-1,0,unknown,no
31,housemaid,married,primary,203,unknown,6,may,604,3,-1,0,unknown,no
42,services,single,secondary,518,unknown,6,may,198,1,-1,0,unknown,no
40,management,single,tertiary,3877,unknown,6,may,145,1,-1,0,unknown,no
52,admin.,married,secondary,1236,unknown,6,may,247,1,-1,0,unknown,no
45,blue-collar,divorced,secondary,756,unknown,6,may,179,2,-1,0,unknown,no
48,blue-collar,married,secondary,157,unknown,6,may,73,1,-1,0,unknown,no
45,blue-collar,married,primary,-66,unknown,6,may,263,2,-1,0,unknown,no
34,blue-collar,married,unknown,245,unknown,6,may,13,1,-1,0,unknown,no
34,blue-collar,married,primary,-144,unknown,6,may,79,2,-1,0,unknown,no
46,blue-collar,married,secondary,71,unknown,6,may,416,1,-1,0,unknown,no
49,services,divorced,secondary,505,unknown,6,may,162,1,-1,0,unknown,no
50,technician,married,primary,249,unknown,6,may,129,1,-1,0,unknown,no
34,admin.,single,secondary,0,unknown,6,may,150,1,-1,0,unknown,no
40,unemployed,single,secondary,11,unknown,6,may,43,1,-1,0,unknown,no
36,admin.,married,secondary,639,unknown,6,may,191,1,-1,0,unknown,no
59,blue-collar,divorced,unknown,124,unknown,6,may,26,1,-1,0,unknown,no
45,blue-collar,married,secondary,82,unknown,6,may,250,1,-1,0,unknown,no
36,self-employed,married,tertiary,107,unknown,6,may,146,1,-1,0,unknown,no
56,services,married,secondary,473,unknown,6,may,416,1,-1,0,unknown,no
42,services,divorced,secondary,372,unknown,6,may,121,2,-1,0,unknown,no
30,admin.,married,secondary,46,unknown,6,may,114,2,-1,0,unknown,no
30,student,single,tertiary,34,unknown,6,may,289,1,-1,0,unknown,no
47,self-employed,married,unknown,935,unknown,6,may,225,1,-1,0,unknown,no
33,blue-collar,married,secondary,-10,unknown,6,may,123,1,-1,0,unknown,no
36,admin.,married,secondary,-106,unknown,6,may,130,2,-1,0,unknown,no
39,services,divorced,primary,471,unknown,6,may,161,2,-1,0,unknown,no
56,admin.,divorced,secondary,778,unknown,6,may,149,2,-1,0,unknown,no
39,blue-collar,divorced,unknown,170,unknown,6,may,268,2,-1,0,unknown,no
42,technician,married,secondary,315,unknown,6,may,259,2,-1,0,unknown,no
52,blue-collar,married,secondary,3165,unknown,6,may,26,1,-1,0,unknown,no
36,admin.,divorced,secondary,131,unknown,6,may,153,1,-1,0,unknown,no
35,entrepreneur,married,secondary,204,unknown,6,may,424,2,-1,0,unknown,no
47,technician,married,secondary,83,unknown,6,may,179,2,-1,0,unknown,no
59,services,divorced,secondary,0,unknown,6,may,97,1,-1,0,unknown,no
57,blue-collar,married,primary,5431,unknown,6,may,383,1,-1,0,unknown,no
38,management,married,unknown,1759,unknown,6,may,440,1,-1,0,unknown,no
46,unemployed,married,secondary,-125,unknown,6,may,23,1,-1,0,unknown,no
34,blue-collar,married,secondary,0,unknown,6,may,195,1,-1,0,unknown,no
28,services,single,secondary,5090,unknown,6,may,1297,3,-1,0,unknown,yes
38,technician,married,unknown,573,unknown,6,may,87,1,-1,0,unknown,no
56,blue-collar,married,secondary,1602,unknown,6,may,427,1,-1,0,unknown,no
41,blue-collar,single,primary,-137,unknown,6,may,189,1,-1,0,unknown,no
52,technician,married,unknown,0,unknown,6,may,195,1,-1,0,unknown,no
54,services,married,secondary,193,unknown,6,may,179,1,-1,0,unknown,no
61,retired,married,secondary,195,unknown,6,may,179,1,-1,0,unknown,no
53,entrepreneur,married,secondary,288,unknown,6,may,69,1,-1,0,unknown,no
47,technician,married,secondary,19,unknown,6,may,105,2,-1,0,unknown,no
53,blue-collar,married,primary,25,unknown,6,may,266,3,-1,0,unknown,no
46,services,married,secondary,216,unknown,6,may,524,2,-1,0,unknown,no
39,blue-collar,divorced,primary,190,unknown,6,may,96,2,-1,0,unknown,no
56,technician,divorced,secondary,99,unknown,6,may,155,2,-1,0,unknown,no
55,services,divorced,primary,2298,unknown,6,may,162,2,-1,0,unknown,no
44,management,married,tertiary,17,unknown,6,may,352,2,-1,0,unknown,no
37,technician,married,primary,0,unknown,6,may,76,4,-1,0,unknown,no
35,blue-collar,married,primary,0,unknown,6,may,154,2,-1,0,unknown,no
55,blue-collar,married,secondary,840,unknown,6,may,310,2,-1,0,unknown,no
37,services,married,secondary,358,unknown,6,may,390,3,-1,0,unknown,no
30,technician,single,secondary,0,unknown,6,may,369,1,-1,0,unknown,no
37,blue-collar,married,primary,-325,unknown,6,may,112,2,-1,0,unknown,no
36,technician,single,secondary,-15,unknown,6,may,341,3,-1,0,unknown,no
38,technician,married,secondary,581,unknown,6,may,79,1,-1,0,unknown,no
41,admin.,divorced,primary,4070,unknown,6,may,140,2,-1,0,unknown,no
48,retired,married,secondary,74,unknown,6,may,315,1,-1,0,unknown,no
55,services,divorced,secondary,141,unknown,6,may,262,2,-1,0,unknown,no
28,services,divorced,secondary,89,unknown,6,may,174,2,-1,0,unknown,no
54,services,married,secondary,0,unknown,6,may,138,3,-1,0,unknown,no
30,blue-collar,married,secondary,450,unknown,6,may,526,2,-1,0,unknown,no
48,technician,married,tertiary,310,unknown,6,may,135,1,-1,0,unknown,no
31,self-employed,married,secondary,0,unknown,6,may,36,5,-1,0,unknown,no
38,blue-collar,married,secondary,384,unknown,6,may,1906,3,-1,0,unknown,no
37,blue-collar,married,secondary,395,unknown,6,may,219,2,-1,0,unknown,no
37,services,single,unknown,-118,unknown,6,may,147,2,-1,0,unknown,no
56,blue-collar,married,primary,5,unknown,6,may,407,2,-1,0,unknown,no
51,blue-collar,married,secondary,50,unknown,6,may,121,1,-1,0,unknown,no
39,blue-collar,married,secondary,285,unknown,6,may,209,1,-1,0,unknown,no
49,technician,married,unknown,15,unknown,6,may,92,2,-1,0,unknown,no
51,blue-collar,married,primary,653,unknown,6,may,208,1,-1,0,unknown,no
43,self-employed,married,secondary,918,unknown,6,may,193,1,-1,0,unknown,no
32,services,married,secondary,243,unknown,6,may,144,1,-1,0,unknown,no
29,technician,single,tertiary,405,unknown,6,may,65,1,-1,0,unknown,no
48,management,divorced,tertiary,1328,unknown,6,may,339,1,-1,0,unknown,no
55,services,married,primary,255,unknown,6,may,285,1,-1,0,unknown,no
53,blue-collar,married,secondary,3397,unknown,6,may,231,1,-1,0,unknown,no
47,technician,married,unknown,2106,unknown,6,may,168,1,-1,0,unknown,no
39,management,married,tertiary,2877,unknown,6,may,278,1,-1,0,unknown,no
31,blue-collar,single,tertiary,60,unknown,6,may,389,1,-1,0,unknown,no
39,blue-collar,married,primary,2226,unknown,6,may,158,1,-1,0,unknown,no
40,blue-collar,married,primary,2880,unknown,6,may,145,2,-1,0,unknown,no
40,technician,single,unknown,-5,unknown,6,may,78,2,-1,0,unknown,no
48,technician,married,secondary,147,unknown,6,may,142,3,-1,0,unknown,no
33,technician,divorced,secondary,7,unknown,6,may,87,1,-1,0,unknown,no
40,technician,married,secondary,109,unknown,6,may,147,2,-1,0,unknown,no
59,retired,married,primary,-119,unknown,6,may,289,1,-1,0,unknown,no
30,technician,married,secondary,484,unknown,6,may,703,1,-1,0,unknown,yes
31,management,single,tertiary,1852,unknown,6,may,170,3,-1,0,unknown,no
35,unemployed,married,secondary,533,unknown,6,may,802,1,-1,0,unknown,no
54,technician,divorced,secondary,21,unknown,6,may,381,2,-1,0,unknown,no
34,admin.,single,unknown,2434,unknown,6,may,218,4,-1,0,unknown,no
32,technician,married,secondary,90,unknown,6,may,57,2,-1,0,unknown,no
